store_id,store_name,product_id,product_name,category,price,quantity,sale_date,region,city
S001,星巴克(银川金凤万达店),P005,焦糖玛奇朵,经典咖啡,35.00,1,2024-12-07,宁夏,银川市
S001,星巴克(银川金凤万达店),P013,红茶拿铁,茶饮,32.00,1,2024-12-07,宁夏,银川市
S001,星巴克(银川金凤万达店),P011,咖啡星冰乐,星冰乐,34.00,1,2024-12-07,宁夏,银川市
S001,星巴克(银川金凤万达店),P005,焦糖玛奇朵,经典咖啡,35.00,1,2024-12-08,宁夏,银川市
S001,星巴克(银川金凤万达店),P005,焦糖玛奇朵,经典咖啡,35.00,1,2024-12-08,宁夏,银川市
S001,星巴克(银川金凤万达店),P010,摩卡星冰乐,星冰乐,36.00,1,2024-12-08,宁夏,银川市
S001,星巴克(银川金凤万达店),P006,浓缩咖啡,经典咖啡,22.00,1,2024-12-08,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,1,2024-12-08,宁夏,银川市
S001,星巴克(银川金凤万达店),P010,摩卡星冰乐,星冰乐,36.00,2,2024-12-09,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,1,2024-12-09,宁夏,银川市
S001,星巴克(银川金凤万达店),P007,馥芮白,经典咖啡,36.00,1,2024-12-09,宁夏,银川市
S001,星巴克(银川金凤万达店),P019,樱花拿铁,特调饮品,38.00,1,2024-12-09,宁夏,银川市
S001,星巴克(银川金凤万达店),P007,馥芮白,经典咖啡,36.00,1,2024-12-10,宁夏,银川市
S001,星巴克(银川金凤万达店),P014,冰摇柠檬茶,茶饮,28.00,1,2024-12-10,宁夏,银川市
S001,星巴克(银川金凤万达店),P005,焦糖玛奇朵,经典咖啡,35.00,1,2024-12-10,宁夏,银川市
S001,星巴克(银川金凤万达店),P013,红茶拿铁,茶饮,32.00,1,2024-12-11,宁夏,银川市
S001,星巴克(银川金凤万达店),P016,冷萃咖啡,冷萃,36.00,3,2024-12-11,宁夏,银川市
S001,星巴克(银川金凤万达店),P003,卡布奇诺,经典咖啡,32.00,1,2024-12-11,宁夏,银川市
S001,星巴克(银川金凤万达店),P011,咖啡星冰乐,星冰乐,34.00,1,2024-12-11,宁夏,银川市
S001,星巴克(银川金凤万达店),P016,冷萃咖啡,冷萃,36.00,1,2024-12-12,宁夏,银川市
S001,星巴克(银川金凤万达店),P013,红茶拿铁,茶饮,32.00,2,2024-12-12,宁夏,银川市
S001,星巴克(银川金凤万达店),P016,冷萃咖啡,冷萃,36.00,1,2024-12-12,宁夏,银川市
S001,星巴克(银川金凤万达店),P012,抹茶拿铁,茶饮,34.00,1,2024-12-13,宁夏,银川市
S001,星巴克(银川金凤万达店),P007,馥芮白,经典咖啡,36.00,1,2024-12-13,宁夏,银川市
S001,星巴克(银川金凤万达店),P010,摩卡星冰乐,星冰乐,36.00,3,2024-12-13,宁夏,银川市
S001,星巴克(银川金凤万达店),P014,冰摇柠檬茶,茶饮,28.00,2,2024-12-13,宁夏,银川市
S001,星巴克(银川金凤万达店),P004,摩卡,经典咖啡,35.00,1,2024-12-13,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,1,2024-12-13,宁夏,银川市
S001,星巴克(银川金凤万达店),P002,拿铁,经典咖啡,32.00,1,2024-12-13,宁夏,银川市
S001,星巴克(银川金凤万达店),P008,抹茶星冰乐,星冰乐,38.00,1,2024-12-14,宁夏,银川市
S001,星巴克(银川金凤万达店),P005,焦糖玛奇朵,经典咖啡,35.00,1,2024-12-14,宁夏,银川市
S001,星巴克(银川金凤万达店),P006,浓缩咖啡,经典咖啡,22.00,1,2024-12-14,宁夏,银川市
S001,星巴克(银川金凤万达店),P004,摩卡,经典咖啡,35.00,1,2024-12-14,宁夏,银川市
S001,星巴克(银川金凤万达店),P002,拿铁,经典咖啡,32.00,1,2024-12-14,宁夏,银川市
S001,星巴克(银川金凤万达店),P018,燕麦奶冷萃,冷萃,38.00,2,2024-12-14,宁夏,银川市
S001,星巴克(银川金凤万达店),P010,摩卡星冰乐,星冰乐,36.00,1,2024-12-14,宁夏,银川市
S001,星巴克(银川金凤万达店),P007,馥芮白,经典咖啡,36.00,2,2024-12-15,宁夏,银川市
S001,星巴克(银川金凤万达店),P004,摩卡,经典咖啡,35.00,1,2024-12-15,宁夏,银川市
S001,星巴克(银川金凤万达店),P007,馥芮白,经典咖啡,36.00,1,2024-12-15,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,1,2024-12-15,宁夏,银川市
S001,星巴克(银川金凤万达店),P008,抹茶星冰乐,星冰乐,38.00,1,2024-12-15,宁夏,银川市
S001,星巴克(银川金凤万达店),P014,冰摇柠檬茶,茶饮,28.00,1,2024-12-15,宁夏,银川市
S001,星巴克(银川金凤万达店),P010,摩卡星冰乐,星冰乐,36.00,1,2024-12-16,宁夏,银川市
S001,星巴克(银川金凤万达店),P013,红茶拿铁,茶饮,32.00,1,2024-12-16,宁夏,银川市
S001,星巴克(银川金凤万达店),P006,浓缩咖啡,经典咖啡,22.00,1,2024-12-16,宁夏,银川市
S001,星巴克(银川金凤万达店),P019,樱花拿铁,特调饮品,38.00,1,2024-12-16,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,3,2024-12-17,宁夏,银川市
S001,星巴克(银川金凤万达店),P005,焦糖玛奇朵,经典咖啡,35.00,2,2024-12-17,宁夏,银川市
S001,星巴克(银川金凤万达店),P011,咖啡星冰乐,星冰乐,34.00,1,2024-12-17,宁夏,银川市
S001,星巴克(银川金凤万达店),P020,太妃榛果拿铁,特调饮品,38.00,2,2024-12-17,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,2,2024-12-17,宁夏,银川市
S001,星巴克(银川金凤万达店),P015,冰摇桃桃绿茶,茶饮,30.00,1,2024-12-18,宁夏,银川市
S001,星巴克(银川金凤万达店),P015,冰摇桃桃绿茶,茶饮,30.00,1,2024-12-18,宁夏,银川市
S001,星巴克(银川金凤万达店),P015,冰摇桃桃绿茶,茶饮,30.00,1,2024-12-18,宁夏,银川市
S001,星巴克(银川金凤万达店),P015,冰摇桃桃绿茶,茶饮,30.00,2,2024-12-18,宁夏,银川市
S001,星巴克(银川金凤万达店),P011,咖啡星冰乐,星冰乐,34.00,1,2024-12-18,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,2,2024-12-18,宁夏,银川市
S001,星巴克(银川金凤万达店),P015,冰摇桃桃绿茶,茶饮,30.00,2,2024-12-18,宁夏,银川市
S001,星巴克(银川金凤万达店),P013,红茶拿铁,茶饮,32.00,2,2024-12-18,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,2,2024-12-19,宁夏,银川市
S001,星巴克(银川金凤万达店),P008,抹茶星冰乐,星冰乐,38.00,2,2024-12-19,宁夏,银川市
S001,星巴克(银川金凤万达店),P007,馥芮白,经典咖啡,36.00,2,2024-12-19,宁夏,银川市
S001,星巴克(银川金凤万达店),P012,抹茶拿铁,茶饮,34.00,3,2024-12-19,宁夏,银川市
S001,星巴克(银川金凤万达店),P018,燕麦奶冷萃,冷萃,38.00,1,2024-12-19,宁夏,银川市
S001,星巴克(银川金凤万达店),P004,摩卡,经典咖啡,35.00,2,2024-12-19,宁夏,银川市
S001,星巴克(银川金凤万达店),P018,燕麦奶冷萃,冷萃,38.00,1,2024-12-19,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,3,2024-12-19,宁夏,银川市
S001,星巴克(银川金凤万达店),P020,太妃榛果拿铁,特调饮品,38.00,1,2024-12-20,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,2,2024-12-20,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,1,2024-12-20,宁夏,银川市
S001,星巴克(银川金凤万达店),P004,摩卡,经典咖啡,35.00,2,2024-12-20,宁夏,银川市
S001,星巴克(银川金凤万达店),P008,抹茶星冰乐,星冰乐,38.00,1,2024-12-20,宁夏,银川市
S001,星巴克(银川金凤万达店),P013,红茶拿铁,茶饮,32.00,3,2024-12-21,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,1,2024-12-21,宁夏,银川市
S001,星巴克(银川金凤万达店),P019,樱花拿铁,特调饮品,38.00,1,2024-12-21,宁夏,银川市
S001,星巴克(银川金凤万达店),P015,冰摇桃桃绿茶,茶饮,30.00,2,2024-12-21,宁夏,银川市
S001,星巴克(银川金凤万达店),P001,美式咖啡,经典咖啡,28.00,1,2024-12-21,宁夏,银川市
S001,星巴克(银川金凤万达店),P008,抹茶星冰乐,星冰乐,38.00,1,2024-12-21,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,1,2024-12-21,宁夏,银川市
S001,星巴克(银川金凤万达店),P003,卡布奇诺,经典咖啡,32.00,2,2024-12-21,宁夏,银川市
S001,星巴克(银川金凤万达店),P019,樱花拿铁,特调饮品,38.00,1,2024-12-21,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,1,2024-12-21,宁夏,银川市
S001,星巴克(银川金凤万达店),P007,馥芮白,经典咖啡,36.00,1,2024-12-22,宁夏,银川市
S001,星巴克(银川金凤万达店),P018,燕麦奶冷萃,冷萃,38.00,2,2024-12-22,宁夏,银川市
S001,星巴克(银川金凤万达店),P012,抹茶拿铁,茶饮,34.00,1,2024-12-22,宁夏,银川市
S001,星巴克(银川金凤万达店),P003,卡布奇诺,经典咖啡,32.00,1,2024-12-22,宁夏,银川市
S001,星巴克(银川金凤万达店),P020,太妃榛果拿铁,特调饮品,38.00,2,2024-12-22,宁夏,银川市
S001,星巴克(银川金凤万达店),P001,美式咖啡,经典咖啡,28.00,1,2024-12-22,宁夏,银川市
S001,星巴克(银川金凤万达店),P014,冰摇柠檬茶,茶饮,28.00,1,2024-12-23,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,1,2024-12-23,宁夏,银川市
S001,星巴克(银川金凤万达店),P012,抹茶拿铁,茶饮,34.00,2,2024-12-23,宁夏,银川市
S001,星巴克(银川金凤万达店),P019,樱花拿铁,特调饮品,38.00,1,2024-12-24,宁夏,银川市
S001,星巴克(银川金凤万达店),P016,冷萃咖啡,冷萃,36.00,3,2024-12-24,宁夏,银川市
S001,星巴克(银川金凤万达店),P004,摩卡,经典咖啡,35.00,2,2024-12-24,宁夏,银川市
S001,星巴克(银川金凤万达店),P010,摩卡星冰乐,星冰乐,36.00,1,2024-12-24,宁夏,银川市
S001,星巴克(银川金凤万达店),P001,美式咖啡,经典咖啡,28.00,1,2024-12-24,宁夏,银川市
S001,星巴克(银川金凤万达店),P002,拿铁,经典咖啡,32.00,1,2024-12-24,宁夏,银川市
S001,星巴克(银川金凤万达店),P015,冰摇桃桃绿茶,茶饮,30.00,1,2024-12-24,宁夏,银川市
S001,星巴克(银川金凤万达店),P011,咖啡星冰乐,星冰乐,34.00,1,2024-12-24,宁夏,银川市
S001,星巴克(银川金凤万达店),P005,焦糖玛奇朵,经典咖啡,35.00,2,2024-12-25,宁夏,银川市
S001,星巴克(银川金凤万达店),P003,卡布奇诺,经典咖啡,32.00,1,2024-12-25,宁夏,银川市
S001,星巴克(银川金凤万达店),P006,浓缩咖啡,经典咖啡,22.00,1,2024-12-25,宁夏,银川市
S001,星巴克(银川金凤万达店),P006,浓缩咖啡,经典咖啡,22.00,2,2024-12-25,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,1,2024-12-25,宁夏,银川市
S001,星巴克(银川金凤万达店),P014,冰摇柠檬茶,茶饮,28.00,3,2024-12-25,宁夏,银川市
S001,星巴克(银川金凤万达店),P018,燕麦奶冷萃,冷萃,38.00,2,2024-12-25,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,1,2024-12-25,宁夏,银川市
S001,星巴克(银川金凤万达店),P005,焦糖玛奇朵,经典咖啡,35.00,1,2024-12-26,宁夏,银川市
S001,星巴克(银川金凤万达店),P010,摩卡星冰乐,星冰乐,36.00,1,2024-12-26,宁夏,银川市
S001,星巴克(银川金凤万达店),P014,冰摇柠檬茶,茶饮,28.00,1,2024-12-26,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,1,2024-12-27,宁夏,银川市
S001,星巴克(银川金凤万达店),P014,冰摇柠檬茶,茶饮,28.00,1,2024-12-27,宁夏,银川市
S001,星巴克(银川金凤万达店),P015,冰摇桃桃绿茶,茶饮,30.00,2,2024-12-27,宁夏,银川市
S001,星巴克(银川金凤万达店),P018,燕麦奶冷萃,冷萃,38.00,1,2024-12-28,宁夏,银川市
S001,星巴克(银川金凤万达店),P002,拿铁,经典咖啡,32.00,1,2024-12-28,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,1,2024-12-28,宁夏,银川市
S001,星巴克(银川金凤万达店),P017,气致冷萃,冷萃,42.00,1,2024-12-29,宁夏,银川市
S001,星巴克(银川金凤万达店),P004,摩卡,经典咖啡,35.00,1,2024-12-29,宁夏,银川市
S001,星巴克(银川金凤万达店),P019,樱花拿铁,特调饮品,38.00,1,2024-12-29,宁夏,银川市
S001,星巴克(银川金凤万达店),P016,冷萃咖啡,冷萃,36.00,2,2024-12-29,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,1,2024-12-30,宁夏,银川市
S001,星巴克(银川金凤万达店),P014,冰摇柠檬茶,茶饮,28.00,1,2024-12-30,宁夏,银川市
S001,星巴克(银川金凤万达店),P018,燕麦奶冷萃,冷萃,38.00,2,2024-12-30,宁夏,银川市
S001,星巴克(银川金凤万达店),P011,咖啡星冰乐,星冰乐,34.00,1,2024-12-30,宁夏,银川市
S001,星巴克(银川金凤万达店),P016,冷萃咖啡,冷萃,36.00,1,2024-12-30,宁夏,银川市
S001,星巴克(银川金凤万达店),P009,焦糖星冰乐,星冰乐,36.00,1,2024-12-30,宁夏,银川市
S001,星巴克(银川金凤万达店),P013,红茶拿铁,茶饮,32.00,1,2024-12-30,宁夏,银川市
S002,星巴克(包头百货大楼店),P016,冷萃咖啡,冷萃,36.00,3,2024-11-30,内蒙古,包头市
S002,星巴克(包头百货大楼店),P016,冷萃咖啡,冷萃,36.00,1,2024-11-30,内蒙古,包头市
S002,星巴克(包头百货大楼店),P016,冷萃咖啡,冷萃,36.00,1,2024-11-30,内蒙古,包头市
S002,星巴克(包头百货大楼店),P001,美式咖啡,经典咖啡,28.00,1,2024-11-30,内蒙古,包头市
S002,星巴克(包头百货大楼店),P013,红茶拿铁,茶饮,32.00,1,2024-11-30,内蒙古,包头市
S002,星巴克(包头百货大楼店),P013,红茶拿铁,茶饮,32.00,1,2024-11-30,内蒙古,包头市
S002,星巴克(包头百货大楼店),P005,焦糖玛奇朵,经典咖啡,35.00,1,2024-11-30,内蒙古,包头市
S002,星巴克(包头百货大楼店),P002,拿铁,经典咖啡,32.00,2,2024-11-30,内蒙古,包头市
S002,星巴克(包头百货大楼店),P019,樱花拿铁,特调饮品,38.00,1,2024-11-30,内蒙古,包头市
S002,星巴克(包头百货大楼店),P006,浓缩咖啡,经典咖啡,22.00,1,2024-12-01,内蒙古,包头市
S002,星巴克(包头百货大楼店),P016,冷萃咖啡,冷萃,36.00,2,2024-12-01,内蒙古,包头市
S002,星巴克(包头百货大楼店),P004,摩卡,经典咖啡,35.00,1,2024-12-01,内蒙古,包头市
S002,星巴克(包头百货大楼店),P002,拿铁,经典咖啡,32.00,1,2024-12-02,内蒙古,包头市
S002,星巴克(包头百货大楼店),P013,红茶拿铁,茶饮,32.00,2,2024-12-02,内蒙古,包头市
S002,星巴克(包头百货大楼店),P001,美式咖啡,经典咖啡,28.00,2,2024-12-02,内蒙古,包头市
S002,星巴克(包头百货大楼店),P013,红茶拿铁,茶饮,32.00,1,2024-12-02,内蒙古,包头市
S002,星巴克(包头百货大楼店),P015,冰摇桃桃绿茶,茶饮,30.00,2,2024-12-02,内蒙古,包头市
S002,星巴克(包头百货大楼店),P020,太妃榛果拿铁,特调饮品,38.00,1,2024-12-02,内蒙古,包头市
S002,星巴克(包头百货大楼店),P007,馥芮白,经典咖啡,36.00,2,2024-12-02,内蒙古,包头市
S002,星巴克(包头百货大楼店),P008,抹茶星冰乐,星冰乐,38.00,1,2024-12-03,内蒙古,包头市
S002,星巴克(包头百货大楼店),P011,咖啡星冰乐,星冰乐,34.00,1,2024-12-03,内蒙古,包头市
S002,星巴克(包头百货大楼店),P008,抹茶星冰乐,星冰乐,38.00,1,2024-12-03,内蒙古,包头市
S002,星巴克(包头百货大楼店),P011,咖啡星冰乐,星冰乐,34.00,1,2024-12-04,内蒙古,包头市
S002,星巴克(包头百货大楼店),P012,抹茶拿铁,茶饮,34.00,1,2024-12-04,内蒙古,包头市
S002,星巴克(包头百货大楼店),P009,焦糖星冰乐,星冰乐,36.00,2,2024-12-04,内蒙古,包头市
S002,星巴克(包头百货大楼店),P009,焦糖星冰乐,星冰乐,36.00,1,2024-12-04,内蒙古,包头市
S002,星巴克(包头百货大楼店),P016,冷萃咖啡,冷萃,36.00,1,2024-12-05,内蒙古,包头市
S002,星巴克(包头百货大楼店),P003,卡布奇诺,经典咖啡,32.00,2,2024-12-05,内蒙古,包头市
S002,星巴克(包头百货大楼店),P010,摩卡星冰乐,星冰乐,36.00,1,2024-12-05,内蒙古,包头市
S002,星巴克(包头百货大楼店),P013,红茶拿铁,茶饮,32.00,2,2024-12-05,内蒙古,包头市
S002,星巴克(包头百货大楼店),P002,拿铁,经典咖啡,32.00,1,2024-12-05,内蒙古,包头市
S002,星巴克(包头百货大楼店),P011,咖啡星冰乐,星冰乐,34.00,2,2024-12-05,内蒙古,包头市
S002,星巴克(包头百货大楼店),P006,浓缩咖啡,经典咖啡,22.00,1,2024-12-05,内蒙古,包头市
S002,星巴克(包头百货大楼店),P018,燕麦奶冷萃,冷萃,38.00,2,2024-12-06,内蒙古,包头市
S002,星巴克(包头百货大楼店),P016,冷萃咖啡,冷萃,36.00,2,2024-12-06,内蒙古,包头市
S002,星巴克(包头百货大楼店),P017,气致冷萃,冷萃,42.00,1,2024-12-06,内蒙古,包头市
S002,星巴克(包头百货大楼店),P012,抹茶拿铁,茶饮,34.00,1,2024-12-07,内蒙古,包头市
S002,星巴克(包头百货大楼店),P020,太妃榛果拿铁,特调饮品,38.00,3,2024-12-07,内蒙古,包头市
S002,星巴克(包头百货大楼店),P017,气致冷萃,冷萃,42.00,3,2024-12-07,内蒙古,包头市
S002,星巴克(包头百货大楼店),P012,抹茶拿铁,茶饮,34.00,1,2024-12-07,内蒙古,包头市
S002,星巴克(包头百货大楼店),P001,美式咖啡,经典咖啡,28.00,1,2024-12-07,内蒙古,包头市
S002,星巴克(包头百货大楼店),P020,太妃榛果拿铁,特调饮品,38.00,2,2024-12-07,内蒙古,包头市
S002,星巴克(包头百货大楼店),P018,燕麦奶冷萃,冷萃,38.00,1,2024-12-07,内蒙古,包头市
S002,星巴克(包头百货大楼店),P014,冰摇柠檬茶,茶饮,28.00,1,2024-12-08,内蒙古,包头市
S002,星巴克(包头百货大楼店),P002,拿铁,经典咖啡,32.00,1,2024-12-08,内蒙古,包头市
S002,星巴克(包头百货大楼店),P020,太妃榛果拿铁,特调饮品,38.00,1,2024-12-08,内蒙古,包头市
S002,星巴克(包头百货大楼店),P019,樱花拿铁,特调饮品,38.00,2,2024-12-08,内蒙古,包头市
S002,星巴克(包头百货大楼店),P007,馥芮白,经典咖啡,36.00,2,2024-12-08,内蒙古,包头市
S002,星巴克(包头百货大楼店),P006,浓缩咖啡,经典咖啡,22.00,1,2024-12-08,内蒙古,包头市
S002,星巴克(包头百货大楼店),P011,咖啡星冰乐,星冰乐,34.00,1,2024-12-08,内蒙古,包头市
S002,星巴克(包头百货大楼店),P018,燕麦奶冷萃,冷萃,38.00,1,2024-12-09,内蒙古,包头市
S002,星巴克(包头百货大楼店),P019,樱花拿铁,特调饮品,38.00,1,2024-12-09,内蒙古,包头市
S002,星巴克(包头百货大楼店),P007,馥芮白,经典咖啡,36.00,1,2024-12-09,内蒙古,包头市
S002,星巴克(包头百货大楼店),P020,太妃榛果拿铁,特调饮品,38.00,1,2024-12-10,内蒙古,包头市
S002,星巴克(包头百货大楼店),P006,浓缩咖啡,经典咖啡,22.00,1,2024-12-10,内蒙古,包头市
S002,星巴克(包头百货大楼店),P011,咖啡星冰乐,星冰乐,34.00,1,2024-12-10,内蒙古,包头市
S002,星巴克(包头百货大楼店),P015,冰摇桃桃绿茶,茶饮,30.00,1,2024-12-10,内蒙古,包头市
S002,星巴克(包头百货大楼店),P008,抹茶星冰乐,星冰乐,38.00,1,2024-12-10,内蒙古,包头市
S002,星巴克(包头百货大楼店),P004,摩卡,经典咖啡,35.00,2,2024-12-10,内蒙古,包头市
S002,星巴克(包头百货大楼店),P003,卡布奇诺,经典咖啡,32.00,1,2024-12-10,内蒙古,包头市
S002,星巴克(包头百货大楼店),P017,气致冷萃,冷萃,42.00,1,2024-12-11,内蒙古,包头市
S002,星巴克(包头百货大楼店),P019,樱花拿铁,特调饮品,38.00,2,2024-12-11,内蒙古,包头市
S002,星巴克(包头百货大楼店),P010,摩卡星冰乐,星冰乐,36.00,2,2024-12-11,内蒙古,包头市
S002,星巴克(包头百货大楼店),P008,抹茶星冰乐,星冰乐,38.00,1,2024-12-11,内蒙古,包头市
S002,星巴克(包头百货大楼店),P006,浓缩咖啡,经典咖啡,22.00,3,2024-12-11,内蒙古,包头市
S002,星巴克(包头百货大楼店),P005,焦糖玛奇朵,经典咖啡,35.00,1,2024-12-12,内蒙古,包头市
S002,星巴克(包头百货大楼店),P020,太妃榛果拿铁,特调饮品,38.00,2,2024-12-12,内蒙古,包头市
S002,星巴克(包头百货大楼店),P002,拿铁,经典咖啡,32.00,2,2024-12-12,内蒙古,包头市
S002,星巴克(包头百货大楼店),P002,拿铁,经典咖啡,32.00,3,2024-12-12,内蒙古,包头市
S002,星巴克(包头百货大楼店),P001,美式咖啡,经典咖啡,28.00,1,2024-12-12,内蒙古,包头市
S002,星巴克(包头百货大楼店),P016,冷萃咖啡,冷萃,36.00,1,2024-12-12,内蒙古,包头市
S002,星巴克(包头百货大楼店),P015,冰摇桃桃绿茶,茶饮,30.00,2,2024-12-12,内蒙古,包头市
S002,星巴克(包头百货大楼店),P018,燕麦奶冷萃,冷萃,38.00,1,2024-12-13,内蒙古,包头市
